forecast_date,route_name,forecast_occ,lower_bound,upper_bound,base_buses,recommended_buses,recommendation,extra_buses,est_extra_revenue_inr,est_extra_cost_inr,est_net_impact_inr,forecast_occ_pct
2025-03-17,AMD→Junagadh,0.5737,0.5101,0.6421,4,4,Keep As-Is,0,0.0,0.0,0.0,57.37
2025-03-18,AMD→Junagadh,0.5568,0.4913,0.6172,4,4,Keep As-Is,0,0.0,0.0,0.0,55.68
2025-03-19,AMD→Junagadh,0.599,0.5332,0.6663,4,4,Keep As-Is,0,0.0,0.0,0.0,59.9
2025-03-20,AMD→Junagadh,0.626,0.5637,0.6896,4,4,Keep As-Is,0,0.0,0.0,0.0,62.6
2025-03-21,AMD→Junagadh,0.7096,0.6437,0.7764,4,4,Keep As-Is,0,0.0,0.0,0.0,70.96
2025-03-22,AMD→Junagadh,0.8546,0.7863,0.9253,4,5,Add 1 Bus,1,16092.0,10140.0,5952.0,85.46
2025-03-23,AMD→Junagadh,0.8384,0.7666,0.907,4,5,Add 1 Bus,1,15787.0,10140.0,5647.0,83.84
2025-03-24,AMD→Junagadh,0.5637,0.5005,0.6244,4,4,Keep As-Is,0,0.0,0.0,0.0,56.37
2025-03-25,AMD→Junagadh,0.5468,0.4774,0.6132,4,4,Keep As-Is,0,0.0,0.0,0.0,54.68
2025-03-26,AMD→Junagadh,0.589,0.5246,0.6601,4,4,Keep As-Is,0,0.0,0.0,0.0,58.9
2025-03-27,AMD→Junagadh,0.6161,0.5498,0.6816,4,4,Keep As-Is,0,0.0,0.0,0.0,61.61
2025-03-28,AMD→Junagadh,0.7,0.6369,0.7644,4,4,Keep As-Is,0,0.0,0.0,0.0,70.0
2025-03-29,AMD→Junagadh,0.8453,0.7769,0.9046,4,5,Add 1 Bus,1,15917.0,10140.0,5777.0,84.53
2025-03-30,AMD→Junagadh,0.8294,0.7617,0.8955,4,5,Add 1 Bus,1,15618.0,10140.0,5478.0,82.94
2025-03-31,AMD→Junagadh,0.5552,0.4848,0.6172,4,4,Keep As-Is,0,0.0,0.0,0.0,55.52
2025-01-01,AMD→Porbandar,0.8201,0.7542,0.8794,3,4,Add 1 Bus,1,12612.0,10461.0,2151.0,82.01
2025-01-02,AMD→Porbandar,0.5755,0.5114,0.636,3,3,Keep As-Is,0,0.0,0.0,0.0,57.55
2025-01-03,AMD→Porbandar,0.6148,0.5494,0.6825,3,3,Keep As-Is,0,0.0,0.0,0.0,61.48
2025-01-04,AMD→Porbandar,0.7739,0.7071,0.8339,3,3,Keep As-Is,0,0.0,0.0,0.0,77.39
2025-01-05,AMD→Porbandar,0.7409,0.6817,0.7984,3,3,Keep As-Is,0,0.0,0.0,0.0,74.09
2025-01-06,AMD→Porbandar,0.5447,0.4829,0.6033,3,3,Keep As-Is,0,0.0,0.0,0.0,54.47
2025-01-07,AMD→Porbandar,0.5283,0.4662,0.588,3,3,Keep As-Is,0,0.0,0.0,0.0,52.83
2025-01-08,AMD→Porbandar,0.4951,0.4372,0.5546,3,3,Keep As-Is,0,0.0,0.0,0.0,49.51
2025-01-09,AMD→Porbandar,0.5612,0.5042,0.6211,3,3,Keep As-Is,0,0.0,0.0,0.0,56.12
2025-01-10,AMD→Porbandar,0.6414,0.5823,0.6991,3,3,Keep As-Is,0,0.0,0.0,0.0,64.14
2025-01-11,AMD→Porbandar,0.6888,0.6303,0.7455,3,3,Keep As-Is,0,0.0,0.0,0.0,68.88
2025-01-12,AMD→Porbandar,0.7374,0.6761,0.8016,3,3,Keep As-Is,0,0.0,0.0,0.0,73.74
2025-01-13,AMD→Porbandar,0.5558,0.4961,0.6166,3,3,Keep As-Is,0,0.0,0.0,0.0,55.58
2025-01-14,AMD→Porbandar,0.5092,0.4509,0.5735,3,3,Keep As-Is,0,0.0,0.0,0.0,50.92
2025-01-15,AMD→Porbandar,0.6446,0.5856,0.7058,3,3,Keep As-Is,0,0.0,0.0,0.0,64.46
2025-01-16,AMD→Porbandar,0.5731,0.508,0.6364,3,3,Keep As-Is,0,0.0,0.0,0.0,57.31
2025-01-17,AMD→Porbandar,0.6381,0.5752,0.6968,3,3,Keep As-Is,0,0.0,0.0,0.0,63.81
2025-01-18,AMD→Porbandar,0.763,0.6989,0.8269,3,3,Keep As-Is,0,0.0,0.0,0.0,76.3
2025-01-19,AMD→Porbandar,0.7362,0.674,0.7961,3,3,Keep As-Is,0,0.0,0.0,0.0,73.62
2025-01-20,AMD→Porbandar,0.5502,0.4944,0.6117,3,3,Keep As-Is,0,0.0,0.0,0.0,55.02
2025-01-21,AMD→Porbandar,0.4729,0.4097,0.5322,3,3,Keep As-Is,0,0.0,0.0,0.0,47.29
2025-01-22,AMD→Porbandar,0.5519,0.4937,0.6141,3,3,Keep As-Is,0,0.0,0.0,0.0,55.19
2025-01-23,AMD→Porbandar,0.5113,0.4531,0.5681,3,3,Keep As-Is,0,0.0,0.0,0.0,51.13
2025-01-24,AMD→Porbandar,0.5884,0.529,0.6468,3,3,Keep As-Is,0,0.0,0.0,0.0,58.84
2025-01-25,AMD→Porbandar,0.7492,0.6855,0.8104,3,3,Keep As-Is,0,0.0,0.0,0.0,74.92
2025-01-26,AMD→Porbandar,0.7566,0.693,0.819,3,3,Keep As-Is,0,0.0,0.0,0.0,75.66
2025-01-27,AMD→Porbandar,0.5026,0.4399,0.5628,3,3,Keep As-Is,0,0.0,0.0,0.0,50.26
2025-01-28,AMD→Porbandar,0.479,0.4214,0.5386,3,3,Keep As-Is,0,0.0,0.0,0.0,47.9
2025-01-29,AMD→Porbandar,0.5042,0.4404,0.5637,3,3,Keep As-Is,0,0.0,0.0,0.0,50.42
2025-01-30,AMD→Porbandar,0.5937,0.5326,0.6558,3,3,Keep As-Is,0,0.0,0.0,0.0,59.37
2025-01-31,AMD→Porbandar,0.6178,0.5586,0.6788,3,3,Keep As-Is,0,0.0,0.0,0.0,61.78
2025-02-01,AMD→Porbandar,0.7637,0.7025,0.8247,3,3,Keep As-Is,0,0.0,0.0,0.0,76.37
2025-02-02,AMD→Porbandar,0.7406,0.681,0.7997,3,3,Keep As-Is,0,0.0,0.0,0.0,74.06
2025-02-03,AMD→Porbandar,0.4903,0.4263,0.5489,3,3,Keep As-Is,0,0.0,0.0,0.0,49.03
2025-02-04,AMD→Porbandar,0.475,0.4134,0.5382,3,3,Keep As-Is,0,0.0,0.0,0.0,47.5
2025-02-05,AMD→Porbandar,0.5053,0.4439,0.5641,3,3,Keep As-Is,0,0.0,0.0,0.0,50.53
2025-02-06,AMD→Porbandar,0.5413,0.4822,0.6038,3,3,Keep As-Is,0,0.0,0.0,0.0,54.13
2025-02-07,AMD→Porbandar,0.6081,0.5491,0.6678,3,3,Keep As-Is,0,0.0,0.0,0.0,60.81
2025-02-08,AMD→Porbandar,0.7534,0.6946,0.8176,3,3,Keep As-Is,0,0.0,0.0,0.0,75.34
2025-02-09,AMD→Porbandar,0.7297,0.669,0.7868,3,3,Keep As-Is,0,0.0,0.0,0.0,72.97
2025-02-10,AMD→Porbandar,0.479,0.4154,0.5392,3,3,Keep As-Is,0,0.0,0.0,0.0,47.9
2025-02-11,AMD→Porbandar,0.4635,0.4014,0.5224,3,3,Keep As-Is,0,0.0,0.0,0.0,46.35
2025-02-12,AMD→Porbandar,0.4938,0.4372,0.558,3,3,Keep As-Is,0,0.0,0.0,0.0,49.38
2025-02-13,AMD→Porbandar,0.5299,0.4683,0.5909,3,3,Keep As-Is,0,0.0,0.0,0.0,52.99
2025-02-14,AMD→Porbandar,0.5971,0.5407,0.6558,3,3,Keep As-Is,0,0.0,0.0,0.0,59.71
2025-02-15,AMD→Porbandar,0.7429,0.6825,0.8043,3,3,Keep As-Is,0,0.0,0.0,0.0,74.29
2025-02-16,AMD→Porbandar,0.72,0.66,0.7813,3,3,Keep As-Is,0,0.0,0.0,0.0,72.0
2025-02-17,AMD→Porbandar,0.4702,0.4076,0.527,3,3,Keep As-Is,0,0.0,0.0,0.0,47.02
2025-02-18,AMD→Porbandar,0.4559,0.3935,0.5156,3,3,Keep As-Is,0,0.0,0.0,0.0,45.59
2025-02-19,AMD→Porbandar,0.4874,0.4259,0.5435,3,3,Keep As-Is,0,0.0,0.0,0.0,48.74
2025-02-20,AMD→Porbandar,0.525,0.4645,0.587,3,3,Keep As-Is,0,0.0,0.0,0.0,52.5
2025-02-21,AMD→Porbandar,0.5938,0.5324,0.6582,3,3,Keep As-Is,0,0.0,0.0,0.0,59.38
2025-02-22,AMD→Porbandar,0.7412,0.6824,0.8034,3,3,Keep As-Is,0,0.0,0.0,0.0,74.12
2025-02-23,AMD→Porbandar,0.7201,0.6582,0.7843,3,3,Keep As-Is,0,0.0,0.0,0.0,72.01
2025-02-24,AMD→Porbandar,0.472,0.4116,0.5337,3,3,Keep As-Is,0,0.0,0.0,0.0,47.2
2025-02-25,AMD→Porbandar,0.4594,0.4014,0.5223,3,3,Keep As-Is,0,0.0,0.0,0.0,45.94
2025-02-26,AMD→Porbandar,0.4926,0.4337,0.5505,3,3,Keep As-Is,0,0.0,0.0,0.0,49.26
2025-02-27,AMD→Porbandar,0.5317,0.4682,0.5951,3,3,Keep As-Is,0,0.0,0.0,0.0,53.17
2025-02-28,AMD→Porbandar,0.6019,0.5398,0.6642,3,3,Keep As-Is,0,0.0,0.0,0.0,60.19
2025-03-01,AMD→Porbandar,0.7506,0.6852,0.8116,3,3,Keep As-Is,0,0.0,0.0,0.0,75.06
2025-03-02,AMD→Porbandar,0.7304,0.6697,0.792,3,3,Keep As-Is,0,0.0,0.0,0.0,73.04
2025-03-03,AMD→Porbandar,0.4832,0.4247,0.5446,3,3,Keep As-Is,0,0.0,0.0,0.0,48.32
2025-03-04,AMD→Porbandar,0.4712,0.4115,0.5354,3,3,Keep As-Is,0,0.0,0.0,0.0,47.12
2025-03-05,AMD→Porbandar,0.5047,0.4425,0.5661,3,3,Keep As-Is,0,0.0,0.0,0.0,50.47
2025-03-06,AMD→Porbandar,0.5438,0.4853,0.6035,3,3,Keep As-Is,0,0.0,0.0,0.0,54.38
2025-03-07,AMD→Porbandar,0.6137,0.5515,0.674,3,3,Keep As-Is,0,0.0,0.0,0.0,61.37
2025-03-08,AMD→Porbandar,0.7619,0.7019,0.8278,3,3,Keep As-Is,0,0.0,0.0,0.0,76.19
2025-03-09,AMD→Porbandar,0.741,0.6791,0.7999,3,3,Keep As-Is,0,0.0,0.0,0.0,74.1
2025-03-10,AMD→Porbandar,0.4927,0.4317,0.5514,3,3,Keep As-Is,0,0.0,0.0,0.0,49.27
2025-03-11,AMD→Porbandar,0.4795,0.4191,0.5423,3,3,Keep As-Is,0,0.0,0.0,0.0,47.95
2025-03-12,AMD→Porbandar,0.5115,0.4426,0.5732,3,3,Keep As-Is,0,0.0,0.0,0.0,51.15
2025-03-13,AMD→Porbandar,0.5491,0.483,0.6093,3,3,Keep As-Is,0,0.0,0.0,0.0,54.91
2025-03-14,AMD→Porbandar,0.6174,0.5513,0.6706,3,3,Keep As-Is,0,0.0,0.0,0.0,61.74
2025-03-15,AMD→Porbandar,0.7638,0.7059,0.8248,3,3,Keep As-Is,0,0.0,0.0,0.0,76.38
2025-03-16,AMD→Porbandar,0.7412,0.6792,0.8026,3,3,Keep As-Is,0,0.0,0.0,0.0,74.12
2025-03-17,AMD→Porbandar,0.4912,0.4321,0.5481,3,3,Keep As-Is,0,0.0,0.0,0.0,49.12
2025-03-18,AMD→Porbandar,0.4763,0.412,0.5372,3,3,Keep As-Is,0,0.0,0.0,0.0,47.63
2025-03-19,AMD→Porbandar,0.5068,0.4464,0.5697,3,3,Keep As-Is,0,0.0,0.0,0.0,50.68
2025-03-20,AMD→Porbandar,0.543,0.4798,0.6065,3,3,Keep As-Is,0,0.0,0.0,0.0,54.3
2025-03-21,AMD→Porbandar,0.61,0.5493,0.6705,3,3,Keep As-Is,0,0.0,0.0,0.0,61.0
2025-03-22,AMD→Porbandar,0.7554,0.6971,0.8161,3,3,Keep As-Is,0,0.0,0.0,0.0,75.54
2025-03-23,AMD→Porbandar,0.7319,0.6703,0.7888,3,3,Keep As-Is,0,0.0,0.0,0.0,73.19
2025-03-24,AMD→Porbandar,0.4814,0.415,0.5391,3,3,Keep As-Is,0,0.0,0.0,0.0,48.14
2025-03-25,AMD→Porbandar,0.4661,0.4094,0.5269,3,3,Keep As-Is,0,0.0,0.0,0.0,46.61
2025-03-26,AMD→Porbandar,0.4966,0.4352,0.5568,3,3,Keep As-Is,0,0.0,0.0,0.0,49.66
2025-03-27,AMD→Porbandar,0.5329,0.4701,0.5932,3,3,Keep As-Is,0,0.0,0.0,0.0,53.29
2025-03-28,AMD→Porbandar,0.6003,0.5352,0.6614,3,3,Keep As-Is,0,0.0,0.0,0.0,60.03
2025-03-29,AMD→Porbandar,0.7463,0.6878,0.8145,3,3,Keep As-Is,0,0.0,0.0,0.0,74.63
2025-03-30,AMD→Porbandar,0.7237,0.6628,0.7817,3,3,Keep As-Is,0,0.0,0.0,0.0,72.37
2025-03-31,AMD→Porbandar,0.4741,0.4124,0.5349,3,3,Keep As-Is,0,0.0,0.0,0.0,47.41
2025-01-01,AMD→Rajkot,1.0,0.9474,1.0,7,9,Add 2 Buses,2,26332.0,17650.0,8682.0,100.0
2025-01-02,AMD→Rajkot,0.716,0.6506,0.7828,7,7,Keep As-Is,0,0.0,0.0,0.0,71.6
2025-01-03,AMD→Rajkot,0.8035,0.731,0.8703,7,8,Add 1 Bus,1,10579.0,8825.0,1754.0,80.35
2025-01-04,AMD→Rajkot,0.9401,0.8685,1.0,7,9,Add 2 Buses,2,24755.0,17650.0,7105.0,94.01
2025-01-05,AMD→Rajkot,0.9375,0.8668,1.0,7,9,Add 2 Buses,2,24686.0,17650.0,7036.0,93.75
2025-01-06,AMD→Rajkot,0.7105,0.6404,0.7786,7,7,Keep As-Is,0,0.0,0.0,0.0,71.05
2025-01-07,AMD→Rajkot,0.7108,0.6431,0.7758,7,7,Keep As-Is,0,0.0,0.0,0.0,71.08
2025-01-08,AMD→Rajkot,0.663,0.5962,0.7333,7,7,Keep As-Is,0,0.0,0.0,0.0,66.3
2025-01-09,AMD→Rajkot,0.6886,0.6182,0.7536,7,7,Keep As-Is,0,0.0,0.0,0.0,68.86
2025-01-10,AMD→Rajkot,0.825,0.7617,0.8909,7,8,Add 1 Bus,1,10862.0,8825.0,2037.0,82.5
2025-01-11,AMD→Rajkot,0.9303,0.866,0.9945,7,9,Add 2 Buses,2,24497.0,17650.0,6847.0,93.03
2025-01-12,AMD→Rajkot,0.9418,0.877,1.0,7,9,Add 2 Buses,2,24799.0,17650.0,7149.0,94.18
2025-01-13,AMD→Rajkot,0.7082,0.6408,0.7771,7,7,Keep As-Is,0,0.0,0.0,0.0,70.82
2025-01-14,AMD→Rajkot,0.6699,0.6019,0.7401,7,7,Keep As-Is,0,0.0,0.0,0.0,66.99
2025-01-15,AMD→Rajkot,0.9907,0.922,1.0,7,9,Add 2 Buses,2,26087.0,17650.0,8437.0,99.07
2025-01-16,AMD→Rajkot,0.6855,0.6151,0.751,7,7,Keep As-Is,0,0.0,0.0,0.0,68.55
2025-01-17,AMD→Rajkot,0.8244,0.7638,0.8919,7,8,Add 1 Bus,1,10854.0,8825.0,2029.0,82.44
2025-01-18,AMD→Rajkot,0.9333,0.8646,1.0,7,9,Add 2 Buses,2,24576.0,17650.0,6926.0,93.33
2025-01-19,AMD→Rajkot,0.9401,0.874,1.0,7,9,Add 2 Buses,2,24755.0,17650.0,7105.0,94.01
2025-01-20,AMD→Rajkot,0.705,0.6379,0.7673,7,7,Keep As-Is,0,0.0,0.0,0.0,70.5
2025-01-21,AMD→Rajkot,0.6837,0.6171,0.751,7,7,Keep As-Is,0,0.0,0.0,0.0,68.37
2025-01-22,AMD→Rajkot,0.6739,0.6065,0.7355,7,7,Keep As-Is,0,0.0,0.0,0.0,67.39
2025-01-23,AMD→Rajkot,0.7264,0.6555,0.7923,7,7,Keep As-Is,0,0.0,0.0,0.0,72.64
2025-01-24,AMD→Rajkot,0.8067,0.7434,0.8729,7,8,Add 1 Bus,1,10621.0,8825.0,1796.0,80.67
2025-01-25,AMD→Rajkot,0.9208,0.8498,0.9881,7,9,Add 2 Buses,2,24246.0,17650.0,6596.0,92.08
2025-01-26,AMD→Rajkot,0.9284,0.865,0.9928,7,9,Add 2 Buses,2,24447.0,17650.0,6797.0,92.84
2025-01-27,AMD→Rajkot,0.7048,0.6326,0.7675,7,7,Keep As-Is,0,0.0,0.0,0.0,70.48
2025-01-28,AMD→Rajkot,0.6841,0.617,0.7537,7,7,Keep As-Is,0,0.0,0.0,0.0,68.41
2025-01-29,AMD→Rajkot,0.6579,0.5884,0.726,7,7,Keep As-Is,0,0.0,0.0,0.0,65.79
2025-01-30,AMD→Rajkot,0.7085,0.638,0.7749,7,7,Keep As-Is,0,0.0,0.0,0.0,70.85
2025-01-31,AMD→Rajkot,0.806,0.7376,0.8674,7,8,Add 1 Bus,1,10612.0,8825.0,1787.0,80.6
2025-02-01,AMD→Rajkot,0.9293,0.8607,0.9987,7,9,Add 2 Buses,2,24470.0,17650.0,6820.0,92.93
2025-02-02,AMD→Rajkot,0.9165,0.8497,0.9815,7,8,Add 1 Bus,1,12067.0,8825.0,3242.0,91.65
2025-02-03,AMD→Rajkot,0.6442,0.578,0.7161,7,7,Keep As-Is,0,0.0,0.0,0.0,64.42
2025-02-04,AMD→Rajkot,0.6274,0.5635,0.694,7,7,Keep As-Is,0,0.0,0.0,0.0,62.74
2025-02-05,AMD→Rajkot,0.6657,0.6015,0.7375,7,7,Keep As-Is,0,0.0,0.0,0.0,66.57
2025-02-06,AMD→Rajkot,0.6965,0.6249,0.7602,7,7,Keep As-Is,0,0.0,0.0,0.0,69.65
2025-02-07,AMD→Rajkot,0.7925,0.7284,0.8609,7,7,Keep As-Is,0,0.0,0.0,0.0,79.25
2025-02-08,AMD→Rajkot,0.9169,0.8497,0.982,7,8,Add 1 Bus,1,12072.0,8825.0,3247.0,91.69
2025-02-09,AMD→Rajkot,0.9052,0.8397,0.97,7,8,Add 1 Bus,1,11918.0,8825.0,3093.0,90.52
2025-02-10,AMD→Rajkot,0.6344,0.5647,0.6997,7,7,Keep As-Is,0,0.0,0.0,0.0,63.44
2025-02-11,AMD→Rajkot,0.6192,0.553,0.6868,7,7,Keep As-Is,0,0.0,0.0,0.0,61.92
2025-02-12,AMD→Rajkot,0.6592,0.589,0.7272,7,7,Keep As-Is,0,0.0,0.0,0.0,65.92
2025-02-13,AMD→Rajkot,0.6917,0.631,0.7594,7,7,Keep As-Is,0,0.0,0.0,0.0,69.17
2025-02-14,AMD→Rajkot,0.7894,0.7212,0.8545,7,7,Keep As-Is,0,0.0,0.0,0.0,78.94
2025-02-15,AMD→Rajkot,0.9156,0.8486,0.9831,7,8,Add 1 Bus,1,12055.0,8825.0,3230.0,91.56
2025-02-16,AMD→Rajkot,0.9057,0.8416,0.9778,7,8,Add 1 Bus,1,11924.0,8825.0,3099.0,90.57
2025-02-17,AMD→Rajkot,0.6366,0.5702,0.6978,7,7,Keep As-Is,0,0.0,0.0,0.0,63.66
2025-02-18,AMD→Rajkot,0.623,0.553,0.6952,7,7,Keep As-Is,0,0.0,0.0,0.0,62.3
2025-02-19,AMD→Rajkot,0.6644,0.5973,0.7356,7,7,Keep As-Is,0,0.0,0.0,0.0,66.44
2025-02-20,AMD→Rajkot,0.6983,0.6323,0.7674,7,7,Keep As-Is,0,0.0,0.0,0.0,69.83
2025-02-21,AMD→Rajkot,0.7972,0.7334,0.8679,7,7,Keep As-Is,0,0.0,0.0,0.0,79.72
2025-02-22,AMD→Rajkot,0.9243,0.8584,0.9925,7,9,Add 2 Buses,2,24339.0,17650.0,6689.0,92.43
2025-02-23,AMD→Rajkot,0.9153,0.8481,0.9818,7,8,Add 1 Bus,1,12051.0,8825.0,3226.0,91.53
2025-02-24,AMD→Rajkot,0.6468,0.5851,0.7149,7,7,Keep As-Is,0,0.0,0.0,0.0,64.68
2025-02-25,AMD→Rajkot,0.6335,0.5645,0.6987,7,7,Keep As-Is,0,0.0,0.0,0.0,63.35
2025-02-26,AMD→Rajkot,0.6752,0.6042,0.7387,7,7,Keep As-Is,0,0.0,0.0,0.0,67.52
2025-02-27,AMD→Rajkot,0.7091,0.6371,0.7765,7,7,Keep As-Is,0,0.0,0.0,0.0,70.91
2025-02-28,AMD→Rajkot,0.8078,0.7453,0.8738,7,8,Add 1 Bus,1,10635.0,8825.0,1810.0,80.78
2025-03-01,AMD→Rajkot,0.9346,0.8681,1.0,7,9,Add 2 Buses,2,24610.0,17650.0,6960.0,93.46
2025-03-02,AMD→Rajkot,0.925,0.8575,0.9906,7,9,Add 2 Buses,2,24357.0,17650.0,6707.0,92.5
2025-03-03,AMD→Rajkot,0.656,0.5942,0.7211,7,7,Keep As-Is,0,0.0,0.0,0.0,65.6
2025-03-04,AMD→Rajkot,0.6421,0.5753,0.7059,7,7,Keep As-Is,0,0.0,0.0,0.0,64.21
2025-03-05,AMD→Rajkot,0.683,0.6137,0.7505,7,7,Keep As-Is,0,0.0,0.0,0.0,68.3
2025-03-06,AMD→Rajkot,0.7161,0.6442,0.7839,7,7,Keep As-Is,0,0.0,0.0,0.0,71.61
2025-03-07,AMD→Rajkot,0.814,0.7458,0.8802,7,8,Add 1 Bus,1,10717.0,8825.0,1892.0,81.4
2025-03-08,AMD→Rajkot,0.94,0.873,1.0,7,9,Add 2 Buses,2,24752.0,17650.0,7102.0,94.0
2025-03-09,AMD→Rajkot,0.9297,0.8582,0.9974,7,9,Add 2 Buses,2,24481.0,17650.0,6831.0,92.97
2025-03-10,AMD→Rajkot,0.6601,0.5911,0.7268,7,7,Keep As-Is,0,0.0,0.0,0.0,66.01
2025-03-11,AMD→Rajkot,0.6455,0.5765,0.7102,7,7,Keep As-Is,0,0.0,0.0,0.0,64.55
2025-03-12,AMD→Rajkot,0.6859,0.6203,0.7542,7,7,Keep As-Is,0,0.0,0.0,0.0,68.59
2025-03-13,AMD→Rajkot,0.7187,0.6526,0.7862,7,7,Keep As-Is,0,0.0,0.0,0.0,71.87
2025-03-14,AMD→Rajkot,0.8162,0.7466,0.8814,7,8,Add 1 Bus,1,10746.0,8825.0,1921.0,81.62
2025-03-15,AMD→Rajkot,0.942,0.8699,1.0,7,9,Add 2 Buses,2,24805.0,17650.0,7155.0,94.2
2025-03-16,AMD→Rajkot,0.9316,0.8646,0.9995,7,9,Add 2 Buses,2,24531.0,17650.0,6881.0,93.16
2025-03-17,AMD→Rajkot,0.6619,0.5961,0.728,7,7,Keep As-Is,0,0.0,0.0,0.0,66.19
2025-03-18,AMD→Rajkot,0.6475,0.5763,0.7128,7,7,Keep As-Is,0,0.0,0.0,0.0,64.75
2025-03-19,AMD→Rajkot,0.688,0.6275,0.7578,7,7,Keep As-Is,0,0.0,0.0,0.0,68.8
2025-03-20,AMD→Rajkot,0.7208,0.6573,0.7946,7,7,Keep As-Is,0,0.0,0.0,0.0,72.08
2025-03-21,AMD→Rajkot,0.8185,0.7525,0.8874,7,8,Add 1 Bus,1,10776.0,8825.0,1951.0,81.85
2025-03-22,AMD→Rajkot,0.9444,0.8706,1.0,7,9,Add 2 Buses,2,24868.0,17650.0,7218.0,94.44
2025-03-23,AMD→Rajkot,0.9342,0.8659,1.0,7,9,Add 2 Buses,2,24599.0,17650.0,6949.0,93.42
2025-03-24,AMD→Rajkot,0.6646,0.5952,0.7262,7,7,Keep As-Is,0,0.0,0.0,0.0,66.46
2025-03-25,AMD→Rajkot,0.6501,0.5835,0.7147,7,7,Keep As-Is,0,0.0,0.0,0.0,65.01
2025-03-26,AMD→Rajkot,0.6905,0.6186,0.7535,7,7,Keep As-Is,0,0.0,0.0,0.0,69.05
2025-03-27,AMD→Rajkot,0.7231,0.6585,0.793,7,7,Keep As-Is,0,0.0,0.0,0.0,72.31
2025-03-28,AMD→Rajkot,0.8205,0.7571,0.8877,7,8,Add 1 Bus,1,10803.0,8825.0,1978.0,82.05
2025-03-29,AMD→Rajkot,0.9459,0.8781,1.0,7,9,Add 2 Buses,2,24907.0,17650.0,7257.0,94.59
2025-03-30,AMD→Rajkot,0.9351,0.8676,0.9997,7,9,Add 2 Buses,2,24623.0,17650.0,6973.0,93.51
2025-03-31,AMD→Rajkot,0.6648,0.5974,0.7414,7,7,Keep As-Is,0,0.0,0.0,0.0,66.48
2025-01-01,AMD→Somnath,0.94,0.8748,1.0,3,5,Add 2 Buses,2,46241.0,27056.0,19185.0,94.0
2025-01-02,AMD→Somnath,0.5655,0.4968,0.6332,3,3,Keep As-Is,0,0.0,0.0,0.0,56.55
2025-01-03,AMD→Somnath,0.7089,0.6401,0.7798,3,3,Keep As-Is,0,0.0,0.0,0.0,70.89
2025-01-04,AMD→Somnath,0.8704,0.7968,0.9371,3,4,Add 1 Bus,1,21409.0,13528.0,7881.0,87.04
2025-01-05,AMD→Somnath,0.8728,0.8031,0.9439,3,4,Add 1 Bus,1,21468.0,13528.0,7940.0,87.28
2025-01-06,AMD→Somnath,0.5942,0.5308,0.6631,3,3,Keep As-Is,0,0.0,0.0,0.0,59.42
2025-01-07,AMD→Somnath,0.6325,0.5652,0.7045,3,3,Keep As-Is,0,0.0,0.0,0.0,63.25
2025-01-08,AMD→Somnath,0.5983,0.5277,0.6736,3,3,Keep As-Is,0,0.0,0.0,0.0,59.83
2025-01-09,AMD→Somnath,0.6165,0.5494,0.6811,3,3,Keep As-Is,0,0.0,0.0,0.0,61.65
2025-01-10,AMD→Somnath,0.6831,0.6185,0.7491,3,3,Keep As-Is,0,0.0,0.0,0.0,68.31
2025-01-11,AMD→Somnath,0.8547,0.7839,0.9221,3,4,Add 1 Bus,1,21023.0,13528.0,7495.0,85.47
2025-01-12,AMD→Somnath,0.8267,0.7552,0.8935,3,4,Add 1 Bus,1,20334.0,13528.0,6806.0,82.67
2025-01-13,AMD→Somnath,0.5937,0.5249,0.6595,3,3,Keep As-Is,0,0.0,0.0,0.0,59.37
2025-01-14,AMD→Somnath,0.5795,0.5106,0.6504,3,3,Keep As-Is,0,0.0,0.0,0.0,57.95
2025-01-15,AMD→Somnath,0.877,0.8072,0.9494,3,4,Add 1 Bus,1,21571.0,13528.0,8043.0,87.7
2025-01-16,AMD→Somnath,0.5889,0.5249,0.6631,3,3,Keep As-Is,0,0.0,0.0,0.0,58.89
2025-01-17,AMD→Somnath,0.7141,0.6523,0.7837,3,3,Keep As-Is,0,0.0,0.0,0.0,71.41
2025-01-18,AMD→Somnath,0.8536,0.7845,0.9244,3,4,Add 1 Bus,1,20996.0,13528.0,7468.0,85.36
2025-01-19,AMD→Somnath,0.8483,0.7757,0.9118,3,4,Add 1 Bus,1,20865.0,13528.0,7337.0,84.83
2025-01-20,AMD→Somnath,0.6177,0.5449,0.69,3,3,Keep As-Is,0,0.0,0.0,0.0,61.77
2025-01-21,AMD→Somnath,0.5517,0.4838,0.6205,3,3,Keep As-Is,0,0.0,0.0,0.0,55.17
2025-01-22,AMD→Somnath,0.565,0.4962,0.6323,3,3,Keep As-Is,0,0.0,0.0,0.0,56.5
2025-01-23,AMD→Somnath,0.6577,0.5906,0.7293,3,3,Keep As-Is,0,0.0,0.0,0.0,65.77
2025-01-24,AMD→Somnath,0.6686,0.6051,0.7372,3,3,Keep As-Is,0,0.0,0.0,0.0,66.86
2025-01-25,AMD→Somnath,0.8665,0.7982,0.9393,3,4,Add 1 Bus,1,21313.0,13528.0,7785.0,86.65
2025-01-26,AMD→Somnath,0.8401,0.7718,0.9085,3,4,Add 1 Bus,1,20663.0,13528.0,7135.0,84.01
2025-01-27,AMD→Somnath,0.6517,0.5865,0.7163,3,3,Keep As-Is,0,0.0,0.0,0.0,65.17
